"inventory_origin","legacy_id","legacy_title","legacy_date","legacy_era","legacy_region","disposition","proposed_canonical_id","proposed_title","proposed_date","destination","rationale","overlap_or_prerequisite_notes","research_editorial_status"
"timeline-stub","pasteur","Pasteurization Invented","1864 CE","industry","France","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","perry_japan","Commodore Perry Opens Japan","1853 CE","industry","Japan","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","photography","Daguerreotype Photography","1839 CE","industry","France","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","potato_famine","Irish Potato Famine","1845 CE","industry","Ireland","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","radio","Marconi Sends Radio Signal","1901 CE","industry","Italy/UK","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","rosetta","Discovery of Rosetta Stone","1799 CE","industry","Egypt","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","scramble_africa","Scramble for Africa","1881 CE","industry","Africa","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","second_industrial_revolution","Second Industrial Revolution: Steel & Electricity","c. 1870 CE","industry","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","seneca_falls","Seneca Falls Women's Rights Convention","1848 CE","industry","USA","Merge","lesson.rights.womens-movements","Women's Movements and Political Rights","c. 1792–1920 CE","World Spine — chapter 10","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.rights.womens-movements; prerequisite(s): lesson.enlightenment.reason-rights-and-limits.","Source brief required; readiness: Planned."
"timeline-stub","shaka_zulu","Shaka Zulu Forms Empire","1816 CE","industry","South Africa","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","slave_trade_ban_uk","Britain Abolishes Slave Trade","1807 CE","industry","UK","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","slavery_abolished_us","Slavery Abolished in USA (13th Amendment)","1865 CE","industry","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
